Inf;Player;Acceleration;Best Position;Media Description;Eligible;Position;Agility;Balance;Jumping Reach;Natural Fitness;Pace;Stamina;Strength;Free Kick Taking;Marking;Technique;Recommendation;Cons;Ability;Role Ability;Role Ability Out Of Possession;Potential;Pros;2nd Nat;Right Foot;Nation of Birth;EU National;Left Foot;Height;Age;Morale;Knowledge;Injury Susceptibility;Tackling;Penalty Taking;Passing;Long Throws;Long Shots;Heading;Communication;First Touch;Finishing;Dribbling;Crossing;Corners;Based In;Division;Work Rate;Team Work;Vision;Positioning;Off The Ball;Leadership;Club;Decisions;Flair;Determination;Concentration;Aggression;Composure;Anticipation;Bravery;Throwing;Rushing Out (Tendency);Aerial Reach;Reflexes;Punching;One On Ones;Command Of Area;Kicking;Eccentricity;Handling;Transfer Value;Recommendation
Inj;Jason Knight;13;M (C);Attacking midfielder;Yes;M/AM (C);15;12;12;16;14;17;11;8;11;12;C+;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;Ireland;True;Weak;173 cm;24;Fair;Extensive Knowledge;Low;15;9;13;4;10;12;1;13;10;13;9;8;England;Sky Bet Championship;19;17;10;13;13;15;Bristol City;13;11;14;10;16;9;16;15;1;2;3;2;2;4;3;3;1;3;€11M - €16M;C+
;Lewis Dobbin;16;AM (R);Winger;Yes;AM (RC), ST (C);12;11;8;14;15;12;9;6;7;14;C+;Intelligence;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;175 cm;22;Okay;Extensive Knowledge;Above Average;8;7;11;4;8;7;1;11;13;14;13;8;England;Sky Bet Championship;14;11;12;6;12;5;Preston;9;14;13;9;9;11;10;8;2;1;3;1;3;3;2;2;1;1;€7.2M - €8.4M;C+
;Cody Drameh;15;WB (R);Full-back;Yes;D/WB (RL);12;13;11;16;15;10;9;8;10;11;C+;Heading;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;175 cm;23;Fairly Good;Extensive Knowledge;Below Average;12;8;12;9;7;6;3;11;8;12;11;10;England;Sky Bet Championship;10;12;11;10;13;9;Hull;8;12;13;8;12;11;10;12;2;2;2;3;4;2;1;3;2;3;€375K - €6.8M;C+
;Théo Le Bris;13;D (R);Full-back;Yes;D/WB (R), M/AM (L);14;13;5;13;14;13;7;10;10;13;C;Unknown;Unknown;;;Unknown;Unknown;Brazil;Very Strong;France;True;Weak;170 cm;22;Fairly Good;None;Average;13;9;12;8;8;6;2;12;8;13;12;8;France;Ligue 1 McDonald's;13;13;12;12;12;9;FC Lorient;16;12;13;10;8;13;14;12;1;2;2;1;3;1;1;2;3;1;€475K - €4.2M;C
Inj;Owen Beck;14;WB (L);Full-back;Yes;D/WB (L);13;13;10;12;13;14;11;13;12;13;C;Heading;Unknown;;;Unknown;Team Player;England;Weak;Wales;False;Very Strong;181 cm;23;Really Good;Extensive Knowledge;Average;12;9;13;10;9;7;3;12;8;13;13;13;England;Premier League;14;14;11;12;13;7;Liverpool;11;10;13;12;14;12;12;13;1;2;1;3;3;3;3;3;2;1;€180K - €1.8M;C
Inj;Malick Yalcouyé;14;DM;Midfielder;Yes;DM, M/AM (C);14;10;7;15;13;16;10;7;9;12;C;Unknown;Unknown;;;Unknown;Team Player;Ivory Coast;Very Strong;Mali;False;Reasonable;169 cm;19;Fairly Okay;Extensive Knowledge;Below Average;12;8;12;5;11;6;3;13;8;12;9;7;England;Sky Bet Championship;16;14;12;12;13;7;Swansea;13;10;15;11;15;13;12;15;2;2;3;1;4;1;3;2;2;2;€18.5M - €27M;C
;Nikola Vasilj;4-10;GK;Goalkeeper;Yes;GK;12-18;8-12;14-18;10-16;9-13;9-13;12-16;4-8;1-4;7-11;C;Unknown;Unknown;;;Unknown;Team Player;Croatia;Very Strong;Bosnia & Herzegovina;True;Weak;193 cm;29;Scouting Required;Minimal Knowledge;Below Average;2-6;2-8;7-13;1-3;1-4;6-10;10-14;6-10;1-3;1-5;1-3;4-8;Germany;Sal Premier;11-15;12-16;11-15;10-14;2-8;11-17;FC St. Pauli;10-14;4-8;14-18;12-16;11-17;10-14;11-17;12-16;11-15;12-16;15-19;13-17;8-12;15-19;10-14;9-15;6-10;9-15;€950K - €9.2M;C
;Nikola Vasilj;4-10;GK;Goalkeeper;Yes;GK;12-18;8-12;14-18;10-16;9-13;9-13;12-16;4-8;1-4;7-11;C;Unknown;Unknown;;;Unknown;Team Player;Croatia;Very Strong;Bosnia & Herzegovina;True;Weak;193 cm;29;Scouting Required;Minimal Knowledge;Below Average;2-6;2-8;7-13;1-3;1-4;6-10;10-14;6-10;1-3;1-5;1-3;4-8;Germany;Bundesliga;11-15;12-16;11-15;10-14;2-8;11-17;FC St. Pauli;10-14;4-8;14-18;12-16;11-17;10-14;11-17;12-16;11-15;12-16;15-19;13-17;8-12;15-19;10-14;9-15;6-10;9-15;€950K - €9.2M;C
;Antonino Gallo;13-17;D (L);Full-back;Yes;D/WB/M (L);11-15;10-14;10-14;12-16;10-16;12-18;7-11;7-11;13-17;11-17;C;Heading;Unknown;;;Unknown;Speed;The Gambia;Weak;;True;Very Strong;182 cm;25;Scouting Required;Minimal Knowledge;Low;10-16;5-9;11-15;8-12;7-13;5-11;1;10-14;5-9;11-15;14-18;9-13;;Stars League;12-18;10-16;7-13;12-16;12-16;11-15;;10-16;12-16;11-15;13-17;11-15;7-11;11-15;11-15;1;1-4;1-4;1-3;1-5;1-5;1-7;1-4;2-6;1-5;€700K - €7.2M;C
Wnt;Hidemasa Morita;9-13;DM;Defensive midfielder;Yes;DM, M (C);9-15;15-20;6-10;8-12;8-12;12-16;10-14;9-15;8-12;15-19;C;Marking;Unknown;;;Unknown;Skill;Spain;Very Strong;Japan;False;Reasonable;177 cm;30;Scouting Required;Minimal Knowledge;Very Low;9-13;7-13;14-18;6-10;11-15;7-11;1-5;13-17;9-15;8-14;11-15;11-15;;National 3 - Group C;14-18;12-16;10-14;13-19;10-16;13-17;;14-18;8-12;14-18;13-17;14-18;14-18;8-14;9-15;1-5;1;1-2;1-7;2-6;1-5;3-7;1-3;1-5;1-3;€6.4M - €10M;C
;Caleb Okoli;12;D (C);Centre-back;Yes;D (C);11;13;14;16;12;16;16;5;14;9;C;Unknown;Unknown;;;Unknown;Athleticism;Nigeria;Very Strong;;True;Weak;191 cm;24;Extremely Good;Extensive Knowledge;Below Average;15;7;10;9;6;15;3;10;5;9;7;7;England;Sky Bet Championship;14;14;9;13;8;10;Leicester;11;7;14;11;14;12;13;14;2;2;2;3;2;3;2;2;3;1;€13.5M - €16M;C
;Lucas Piton;13-17;M (L);Full-back;Yes;D/WB/M (L);12-16;10-14;8-12;11-15;11-17;11-17;6-10;7-11;10-14;12-18;C;Heading;Unknown;;;Unknown;Speed;Brazil;Weak;Brazil;True;Very Strong;175 cm;24;Scouting Required;Minimal Knowledge;Very Low;8-14;8-12;11-15;9-13;8-14;4-10;-;10-14;7-11;12-16;14-18;14-18;Brazil;Stars League;11-17;9-15;9-15;10-14;11-15;8-12;;11-17;13-17;9-13;12-16;9-13;8-12;10-14;8-12;-;-;-;-;-;-;-;-;-;-;€9.8M - €12M;C
Wnt;Bjarki Bjarkason;11-15;AM (L);Winger;Yes;M (RLC), AM (RL);11-15;5-11;4-8;8-12;10-16;9-13;9-13;6-12;4-8;9-13;C;Heading;Unknown;;;Unknown;Team Player;Suriname;Very Strong;;True;Weak;180 cm;25;Scouting Required;Minimal Knowledge;High;8-14;6-10;12-16;8-12;6-10;4-10;2-6;13-17;4-10;11-15;10-14;6-10;;Second Division;10-14;13-19;9-15;7-13;12-16;6-10;;7-11;5-9;14-18;10-14;10-14;12-16;9-13;8-14;2-6;1-7;2-8;1-4;1;1-5;1-2;1-4;1-4;1-3;€375K;C
;Antonino Gallo;13-17;D (L);Full-back;Yes;D/WB/M (L);11-15;10-14;10-14;12-16;10-16;12-18;7-11;7-11;13-17;11-17;C;Heading;Unknown;;;Unknown;Speed;The Gambia;Weak;Italy;True;Very Strong;182 cm;25;Scouting Required;Minimal Knowledge;Low;10-16;5-9;11-15;8-12;7-13;5-11;1;10-14;5-9;11-15;14-18;9-13;Italy;Serie A;12-18;10-16;7-13;12-16;12-16;11-15;U.S. Lecce;10-16;12-16;11-15;13-17;11-15;7-11;11-15;11-15;1;1-4;1-4;1-3;1-5;1-5;1-7;1-4;2-6;1-5;€700K - €7.2M;C
Wnt;Hidemasa Morita;9-13;DM;Defensive midfielder;Yes;DM, M (C);9-15;15-20;6-10;8-12;8-12;12-16;10-14;9-15;8-12;15-19;C;Marking;Unknown;;;Unknown;Skill;Spain;Very Strong;Japan;False;Reasonable;177 cm;30;Scouting Required;Minimal Knowledge;Very Low;9-13;7-13;14-18;6-10;11-15;7-11;1-5;13-17;9-15;8-14;11-15;11-15;Portugal;National 3 - Group C;14-18;12-16;10-14;13-19;10-16;13-17;Sporting CP;14-18;8-12;14-18;13-17;14-18;14-18;8-14;9-15;1-5;1;1-2;1-7;2-6;1-5;3-7;1-3;1-5;1-3;€6.4M - €10M;C
;Caleb Okoli;12;D (C);Centre-back;Yes;D (C);11;13;14;16;12;16;16;5;14;9;C;Unknown;Unknown;;;Unknown;Athleticism;Nigeria;Very Strong;Italy;True;Weak;191 cm;24;Extremely Good;Extensive Knowledge;Below Average;15;7;10;9;6;15;3;10;5;9;7;7;England;Sky Bet Championship;14;14;9;13;8;10;Leicester;11;7;14;11;14;12;13;14;2;2;2;3;2;3;2;2;3;1;€13.5M - €16M;C
;Lucas Piton;13-17;M (L);Full-back;Yes;D/WB/M (L);12-16;10-14;8-12;11-15;11-17;11-17;6-10;7-11;10-14;12-18;C;Heading;Unknown;;;Unknown;Speed;Brazil;Weak;Brazil;True;Very Strong;175 cm;24;Scouting Required;Minimal Knowledge;Very Low;8-14;8-12;11-15;9-13;8-14;4-10;-;10-14;7-11;12-16;14-18;14-18;Brazil;First Division;11-17;9-15;9-15;10-14;11-15;8-12;VDG;11-17;13-17;9-13;12-16;9-13;8-12;10-14;8-12;-;-;-;-;-;-;-;-;-;-;€9.8M - €12M;C
Wnt;Bjarki Bjarkason;11-15;AM (L);Winger;Yes;M (RLC), AM (RL);11-15;5-11;4-8;8-12;10-16;9-13;9-13;6-12;4-8;9-13;C;Heading;Unknown;;;Unknown;Team Player;Suriname;Very Strong;Iceland;True;Weak;180 cm;25;Scouting Required;Minimal Knowledge;High;8-14;6-10;12-16;8-12;6-10;4-10;2-6;13-17;4-10;11-15;10-14;6-10;Italy;Serie BKT;10-14;13-19;9-15;7-13;12-16;6-10;Venezia;7-11;5-9;14-18;10-14;10-14;12-16;9-13;8-14;2-6;1-7;2-8;1-4;1;1-5;1-2;1-4;1-4;1-3;€375K;C
;Daniel James;19;AM (R);Dynamic winger;Yes;M (R), AM (RL);16;13;6;16;18;16;8;7;3-5;8;C;Unknown;Unknown;;;Unknown;Unknown;England;Very Strong;England;False;Weak;171 cm;27;Okay;Reasonable Knowledge;Average;9;8;7;2-4;9;3-6;1-3;11;12;11;13;10;England;Premier League;17;14;7;8-11;13;5;Leeds;8;12;14;6;12-14;9;9;15;1-3;1-4;1-3;1-2;1-3;1-3;2-4;1-2;2-4;1-2;€9.4M - €14M;C
;Nasser Al-Dawsari;14;DM;Defensive midfielder;Yes;D/WB (L), DM, M (C);14;12;9;11;12;13;10;12;12;13;C;Unknown;Unknown;;;Unknown;Team Player;England;Weak;Saudi Arabia;False;Very Strong;178 cm;26;Superb;Extensive Knowledge;Very Low;12;8;13;12;11;10;1;12;9;11;10;7;Saudi Arabia;Sky Bet Championship;15;13;12;11;10;10;Al-Hilal;12;10;14;12;17;12;12;15;3;1;4;1;1;3;3;3;2;1;€20M - €29M;C
;Pedrinho;13;AM (R);Winger;Yes;M (R), AM (RLC);15;14;4;12;14;13;6;11;5-7;16;C;Unknown;Unknown;;;Unknown;Skill;France;Reasonable;Brazil;False;Very Strong;172 cm;27;Superb;Reasonable Knowledge;High;5-7;11;15;4-6;13;5-7;3-5;16;12;15;13;12;Ukraine;;12;12;15;8-10;13;4-7;Shakhtar;15;16;14;11-13;6-9;12;12-15;10;1-2;4-6;1-3;1-3;1-2;1-2;2-4;3-6;2-4;1-3;€10.5M - €12.5M;C
;Eduard Spertsyan;13-17;AM (C);Attacking midfielder;Yes;M/AM (C);12-16;10-14;4-8;12-16;11-15;10-16;7-13;14-18;6-10;11-17;C;Speed;Unknown;;;Unknown;Technique;Russia;Very Strong;Russia;False;Fairly Strong;178 cm;25;Scouting Required;Minimal Knowledge;Very Low;5-9;12-16;15-19;8-14;10-16;6-10;1-6;12-18;13-17;12-16;13-17;11-15;Russia;Saudi Premier Division;5-11;10-14;12-16;8-12;14-18;14-18;Krasnodar;11-17;8-12;12-18;9-13;13-17;10-16;11-15;9-13;1-7;2-6;1-4;1-4;1-5;1-3;1-4;1-5;1;4-8;€8.2M - €10M;C
;Nasser Al-Dawsari;14;DM;Defensive midfielder;Yes;D/WB (L), DM, M (C);14;12;9;11;12;13;10;12;12;13;C;Unknown;Unknown;;;Unknown;Team Player;England;Weak;Saudi Arabia;False;Very Strong;178 cm;26;Superb;Extensive Knowledge;Very Low;12;8;13;12;11;10;1;12;9;11;10;7;Saudi Arabia;Saudi Premier Division;15;13;12;11;10;10;Al-Hilal;12;10;14;12;17;12;12;15;3;1;4;1;1;3;3;3;2;1;€20M - €29M;C
;Pedrinho;13;AM (R);Winger;Yes;M (R), AM (RLC);15;14;4;12;14;13;6;11;5-7;16;C;Unknown;Unknown;;;Unknown;Skill;France;Reasonable;Brazil;False;Very Strong;172 cm;27;Superb;Reasonable Knowledge;High;5-7;11;15;4-6;13;5-7;3-5;16;12;15;13;12;Ukraine;Premier League;12;12;15;8-10;13;4-7;Shakhtar;15;16;14;11-13;6-9;12;12-15;10;1-2;4-6;1-3;1-3;1-2;1-2;2-4;3-6;2-4;1-3;€10.5M - €12.5M;C
;Osame Sahraoui;13-17;AM (L);Winger;Yes;M (L), AM (RLC);14-20;15-20;2-6;7-11;9-13;12-16;5-9;7-13;4-8;14-18;C;Unknown;Unknown;;;Unknown;Skill;Norway;Very Strong;Norway;True;Fairly Strong;170 cm;24;Scouting Required;Minimal Knowledge;Below Average;1-5;1-7;12-16;2-6;11-15;1-4;1-5;13-17;12-18;13-19;8-12;4-8;France;Ligue 1 McDonald's;14-18;9-13;11-15;3-9;10-16;3-7;LOSC;13-17;16-20;13-17;11-15;6-10;11-15;9-15;5-11;1-3;1-3;1-3;1-5;3-7;1-4;3-7;1-4;1-5;2-6;€16.5M - €26M;C
;Nathaniel Adjei;12;D (C);Centre-back;Yes;D (RC);10;16;15;12;12;12;15;8;12;10;C;Unknown;Unknown;;;Unknown;Unknown;France;Very Strong;Ghana;False;Weak;191 cm;23;Okay;None;High;13;8;11;8;8;14;2;10;7;7;8;8;France;Ligue 1 McDonald's;11;12;10;12;8;10;FC Lorient;12;6;14;12;14;12;11;15;3;1;2;1;2;2;2;3;2;3;€2.1M - €4.3M;C
;Regan Slater;7-11;DM;Midfielder;Yes;DM, M/AM (LC);11-15;10-14;5-11;8-12;9-13;9-13;8-14;7-11;9-15;9-13;C;Unknown;Unknown;;;Unknown;Team Player;France;Very Strong;England;False;Reasonable;173 cm;26;Scouting Required;Minimal Knowledge;Below Average;9-13;9-13;9-13;1-7;9-13;6-10;1-3;7-13;8-12;12-16;5-9;6-12;England;Sky Bet Championship;13-17;11-15;11-15;10-14;12-16;9-13;Hull;10-14;7-13;9-15;9-15;11-15;6-12;13-17;10-14;1-5;1-5;1-3;1-3;1-4;2-8;1-4;3-7;1-7;1-2;€750K - €7.6M;C
Wnt;Husniddin Aliqulov;11;D (C);Centre-back;Yes;D (RC);12;11;16;13;13;13;14;3-5;14;10;C;Unknown;Unknown;;;Unknown;Heading;Nigeria;Very Strong;Uzbekistan;False;Weak;186 cm;26;Okay;Reasonable Knowledge;Very Low;14;5-7;10;5-8;6;14;2-5;10;4-6;7;6-8;2-4;Türkiye;;13;13;7-9;12;7-9;10;Rizespor;11;6-8;14;13;16;12;12;16;1-4;3-5;1-3;1-3;1-3;1;1-4;1-2;1-3;3-5;€700K - €7.2M;C
;Jay Stansfield;14;ST (C);Enthusiastic striker;Yes;AM (LC), ST (C);13;12;10;13;14;15;9;9;6;13;C;Unknown;Unknown;;;Unknown;Team Player;Portugal;Very Strong;England;False;Weak;187 cm;22;Good;Extensive Knowledge;Average;8;14;13;4;11;12;3;13;15;12;11;8;England;Sky Bet Championship;15;15;11;8;14;8;Birmingham;12;8;13;11;14;13;14;14;3;1;1;2;2;4;2;4;1;3;€18.5M - €23M;C
Wnt;Husniddin Aliqulov;11;D (C);Centre-back;Yes;D (RC);12;11;16;13;13;13;14;3-5;14;10;C;Unknown;Unknown;;;Unknown;Heading;Nigeria;Very Strong;Uzbekistan;False;Weak;186 cm;26;Okay;Reasonable Knowledge;Very Low;14;5-7;10;5-8;6;14;2-5;10;4-6;7;6-8;2-4;Türkiye;Super League;13;13;7-9;12;7-9;10;Rizespor;11;6-8;14;13;16;12;12;16;1-4;3-5;1-3;1-3;1-3;1;1-4;1-2;1-3;3-5;€700K - €7.2M;C
;Valentino Lazaro;11-17;M (R);Attacking full-back;Yes;D (R), WB/M (RL);13-19;7-11;6-10;10-16;15-19;11-15;9-13;8-12;8-12;11-15;C;Heading;Unknown;;;Unknown;Speed;Angola;Very Strong;Austria;True;Reasonable;180 cm;29;Scouting Required;Minimal Knowledge;Very High;11-15;6-12;9-15;7-11;8-12;8-12;1-3;12-16;4-8;10-16;10-16;11-15;Italy;Serie A;10-14;11-15;12-16;5-9;10-16;3-9;Torino;9-13;13-17;10-14;7-11;9-15;9-13;10-16;4-8;1-5;4-8;4-8;1;1-5;1-4;2-6;1-6;1-3;1-5;€6.2M - €10M;C
Wnt;Chidera Ejuke;15-19;AM (L);Winger;Yes;M (L), AM (RL);12-18;12-18;6-10;11-15;12-16;13-17;9-13;6-12;3-7;12-16;C;Unknown;Unknown;;;Unknown;Speed;Senegal;Very Strong;Nigeria;False;Weak;176 cm;27;Scouting Required;Minimal Knowledge;Below Average;3-7;6-12;11-15;4-8;12-16;3-7;1-3;12-16;9-15;12-18;9-13;8-12;Spain;Stars League;11-15;8-12;8-12;7-13;10-16;4-8;Sevilla;12-16;13-17;11-15;10-14;6-10;10-14;6-12;10-16;2-6;1;1-2;1-5;3-7;1-3;3-7;1-3;1-3;1-4;€22M;C
Wnt;Ramon Hendriks;12-18;D (C);Powerful centre-back;Yes;D (LC);7-11;15-19;11-17;10-16;14-18;12-16;14-18;4-8;10-16;9-13;C;Unknown;Unknown;;;Unknown;Team Player;Congo;Weak;Netherlands;True;Very Strong;189 cm;24;Scouting Required;Minimal Knowledge;Above Average;12-16;4-8;9-15;14-18;5-9;11-15;1-5;9-13;6-10;7-11;9-15;1-6;Germany;Stars League;15-19;11-15;8-12;13-17;7-11;11-17;VfB Stuttgart;10-14;6-12;14-18;9-15;13-19;9-13;9-13;16-20;1-4;1-5;1-3;1-5;1-3;1-4;1-5;1-3;1-3;1-5;€8.2M - €10M;C
;Marcel Ruiz;12-16;M (C);Midfielder;Yes;DM, M/AM (C);10-16;8-14;8-12;14-18;9-13;13-17;7-11;11-17;10-14;16-20;C;Unknown;Unknown;;;Unknown;Technique;Pays Basque;Very Strong;Mexico;False;Reasonable;182 cm;24;Scouting Required;Minimal Knowledge;Very Low;5-9;8-14;14-18;10-14;13-17;6-10;1-5;11-15;11-17;9-15;13-17;11-15;Mexico;Stars League;15-19;10-14;10-14;12-18;12-18;8-12;Toluca;14-18;14-18;10-14;13-17;12-16;12-16;9-15;11-17;1-3;1;1;1-7;3-7;1-4;1-5;1-4;2-6;1-4;€7.6M - €12M;C
Wnt;Chidera Ejuke;15-19;AM (L);Winger;Yes;M (L), AM (RL);12-18;12-18;6-10;11-15;12-16;13-17;9-13;6-12;3-7;12-16;C;Unknown;Unknown;;;Unknown;Speed;Senegal;Very Strong;Nigeria;False;Weak;176 cm;27;Scouting Required;Minimal Knowledge;Below Average;3-7;6-12;11-15;4-8;12-16;3-7;1-3;12-16;9-15;12-18;9-13;8-12;Spain;First Division;11-15;8-12;8-12;7-13;10-16;4-8;Sevilla;12-16;13-17;11-15;10-14;6-10;10-14;6-12;10-16;2-6;1;1-2;1-5;3-7;1-3;3-7;1-3;1-3;1-4;€22M;C
;;14;D (R);Full-back;Yes;D (RL), WB (R);12;13;10;14;14;15;12;3-5;12;12;;Heading;Unknown;;;Unknown;Speed;France;Very Strong;France;True;Fairly Strong;185 cm;26;Very Good;Reasonable Knowledge;Average;12;4-6;12;11;5-8;7;1-4;12;6-8;12;12;2-4;Italy;Serie A;15;12;10-12;12;12-14;7-9;;11;6-8;12;11;15;12;12;12;1-4;1-2;1-2;1-2;2-5;1-3;1-2;1-3;1-2;4-6;€10M - €16M;Good
;;12-16;AM (C);Attacking midfielder;Yes;M/AM (LC);12-18;10-16;5-9;10-14;10-14;13-17;9-13;10-16;6-10;16-20;;Unknown;Unknown;;;Unknown;Skill;Angola;Very Strong;France;True;Reasonable;176 cm;27;Scouting Required;Minimal Knowledge;Above Average;7-11;9-15;13-17;4-8;14-18;2-6;1-5;12-16;11-17;12-18;9-13;10-14;Germany;Stars League;13-17;8-12;9-13;6-12;9-15;6-10;;13-17;14-18;10-14;10-14;9-13;11-15;10-16;11-17;2-6;1-2;1-2;1-5;2-6;2-6;1-5;1-4;1-3;1-3;€8.4M - €11M;Fringe player in his prime years
Inj;;16;AM (L);Winger;Yes;M/AM (RL);16;13;6;12;15;10;7;10;3-6;14;;Team Player;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Reasonable;176 cm;24;Good;Reasonable Knowledge;Below Average;4-6;10;11;4-7;10;4-6;1-4;13;11;12;11;10;Spain;Sky Bet Championship;8;9;10;5-7;12;4-6;;8;12;9;6-9;4-6;10;11-13;7;1-2;1-3;1-2;2-4;2-4;1-4;1-3;2-4;1-3;1-2;€350K - €1M;Good
;;14;AM (L);Winger;Yes;M/AM (RL);13;11;9;11;14;13;11;8;6;14;;Unknown;Unknown;;;Unknown;Speed;Portugal;Very Strong;Spain;True;Fairly Strong;178 cm;28;Okay;Extensive Knowledge;High;7;13;13;6;11;8;3;13;12;14;13;13;Spain;National 3 - Group B;13;14;12;12;13;11;;13;14;13;12;11;10;10;14;2;2;1;1;2;2;2;2;2;3;€5.2M - €7.8M;Good
Lst;;12;DM;Midfielder;Yes;DM, M (C);12;10;7;9;12;14;10;10;11;11;;Unknown;Unknown;;;Unknown;Intelligence;DR Congo;Very Strong;Italy;True;Weak;178 cm;22;Slightly Poor;Extensive Knowledge;Average;11;8;13;6;8;7;1;12;8;10;8;9;Italy;Stars League;13;14;13;14;12;11;;14;6;11;13;12;13;13;12;1;3;3;3;2;3;3;1;3;3;€2M;Good
;Woyo Coulibaly;14;D (R);Full-back;Yes;D (RL), WB (R);12;13;10;14;14;15;12;3-5;12;12;C;Heading;Unknown;;;Unknown;Speed;France;Very Strong;France;True;Fairly Strong;185 cm;26;Very Good;Reasonable Knowledge;Average;12;4-6;12;11;5-8;7;1-4;12;6-8;12;12;2-4;Italy;Serie A;15;12;10-12;12;12-14;7-9;Sassuolo;11;6-8;12;11;15;12;12;12;1-4;1-2;1-2;1-2;2-5;1-3;1-2;1-3;1-2;4-6;€10M - €16M;C
;Alexis Claude-Maurice;12-16;AM (C);Attacking midfielder;Yes;M/AM (LC);12-18;10-16;5-9;10-14;10-14;13-17;9-13;10-16;6-10;16-20;C;Unknown;Unknown;;;Unknown;Skill;Guadeloupe;Very Strong;France;True;Reasonable;176 cm;27;Scouting Required;Minimal Knowledge;Above Average;7-11;9-15;13-17;4-8;14-18;2-6;1-5;12-16;11-17;12-18;9-13;10-14;Germany;Bundesliga;13-17;8-12;9-13;6-12;9-15;6-10;FC Augsburg;13-17;14-18;10-14;10-14;9-13;11-15;10-16;11-17;2-6;1-2;1-2;1-5;2-6;2-6;1-5;1-4;1-3;1-3;€8.4M - €11M;C
Inj;Konrad De la Fuente;16;AM (L);Winger;Yes;M/AM (RL);16;13;6;12;15;10;7;10;3-6;14;C-;Team Player;Unknown;;;Unknown;Speed;Haiti;Very Strong;U.S.A.;False;Reasonable;176 cm;24;Good;Reasonable Knowledge;Below Average;4-6;10;11;4-7;10;4-6;1-4;13;11;12;11;10;Spain;Second Division;8;9;10;5-7;12;4-6;Ceuta;8;12;9;6-9;4-6;10;11-13;7;1-2;1-3;1-2;2-4;2-4;1-4;1-3;2-4;1-3;1-2;€350K - €1M;C-
;Kike Barja;14;AM (L);Winger;Yes;M/AM (RL);13;11;9;11;14;13;11;8;6;14;C-;Unknown;Unknown;;;Unknown;Speed;Portugal;Very Strong;Spain;True;Fairly Strong;178 cm;28;Okay;Extensive Knowledge;High;7;13;13;6;11;8;3;13;12;14;13;13;Spain;First Division;13;14;12;12;13;11;Atlético Pamplona;13;14;13;12;11;10;10;14;2;2;1;1;2;2;2;2;2;3;€5.2M - €7.8M;C-
Lst;Federico Casolari;12;DM;Midfielder;Yes;DM, M (C);12;10;7;9;12;14;10;10;11;11;C-;Unknown;Unknown;;;Unknown;Intelligence;DR Congo;Very Strong;Italy;True;Weak;178 cm;22;Slightly Poor;Extensive Knowledge;Average;11;8;13;6;8;7;1;12;8;10;8;9;Italy;Stars League;13;14;13;14;12;11;Sassuolo;14;6;11;13;12;13;13;12;1;3;3;3;2;3;3;1;3;3;€2M;C-
Set;Ilias Chair;13;AM (C);Attacking midfielder;Yes;M (C), AM (LC);15;16;5;11;12;14;9;11;8;14;C-;Unknown;Unknown;;;Unknown;Skill;Poland;Very Strong;Belgium;True;Weak;164 cm;27;Good;Extensive Knowledge;Above Average;7;10;12;7;14;4;3;15;12;15;13;12;England;Sky Bet Championship;14;11;12;9;14;15;QPR;12;15;12;10;8;14;12;13;3;2;1;1;1;4;2;4;2;3;€9.2M - €13.5M;C-
;Oliver Skipp;13;DM;Tireless midfielder;Yes;DM, M (C);12;13;9;16;12;16;12;7;12;12;C-;Unknown;Unknown;;;Unknown;Team Player;Croatia;Very Strong;England;False;Reasonable;175 cm;25;Very Good;Extensive Knowledge;Below Average;14;9;13;6;9;11;3;12;7;11;6;8;England;Sky Bet Championship;17;15;12;13;13;11;Leicester;13;7;15;12;15;15;13;15;2;1;1;2;1;3;1;3;2;1;€21M - €30M;C-
;Jimmy Dunne;11;D (R);Powerful centre-back;Yes;D (RC);10;12;14;10;9;14;15;5;11;12;C-;Unknown;Unknown;;;Unknown;Team Player;N.Ireland;Very Strong;Ireland;True;Reasonable;183 cm;27;Very Good;Extensive Knowledge;Low;14;8;10;11;8;16;1;8;8;7;10;6;England;Sky Bet Championship;16;15;8;13;8;17;QPR;12;4;15;13;15;12;15;15;3;3;2;1;3;1;3;3;3;2;€9.8M - €14M;C-
;Stephy Mavididi;16;AM (L);Winger;Yes;M/AM (L);14;13;12;13;16;13;12;10;5;13;C-;Unknown;Unknown;;;Unknown;Speed;England;Very Strong;England;False;Weak;182 cm;27;Excellent;Extensive Knowledge;Average;6;10;11;1;12;10;1;12;12;15;11;10;England;Sky Bet Championship;12;13;12;8;12;5;Leicester;9;13;13;11;12;12;11;12;1;3;2;2;1;4;3;2;3;3;€12.5M - €15M;C-
;George Dobson;12;DM;Midfielder;Yes;DM, M (C);11;11;12;14;12;15;13;9;11;11;C-;Heading;Unknown;;;Unknown;Team Player;The Gambia;Very Strong;England;False;Weak;185 cm;27;Good;Extensive Knowledge;Below Average;14;10;14;6;6;10;2;12;11;10;10;9;England;Sky Bet Championship;18;17;12;11;11;16;;12;11;14;12;15;11;13;17;2;3;1;2;3;1;1;2;3;2;€130K - €1.3M;C-
